"datetime","title","service","voc_type","voc_date","text"
"2009-02-03 오전 10:08:34","외국산 육류 식단 관련.[중앙식당]","기타 >  >","","","요즘 돼지고기, 소고기 모두 외국산을 사용하는데 문제가 있지 않나요? 요즘 외부 식당에 가면 국내산을 사용안하면 이용을 안하는 사람들이 많은데, 회사 식당은 선택권이 없어 어쩔수 없이 이용을 해야 합니다. 가격 단가에 따른 조치사항이라고 생각되지만, 상기 사항의 애로 사항이 있으니 관심을 가져 주시고 국내산 이용도 부탁 드립니다. 어제는 닭철판볶음밥의 닭고기도 브라질산이었던거 같은데요..."
"2009-02-03 오전 12:40:40","식당메뉴 일주일건 못보나요?","기타 >  >","","","예전 처럼 엑셀로 일주일 식단 못보나요?넹?ㅠㅠ"
"2009-01-22 오후 11:09:17","식당메뉴 건의사항","기타 >  >","","","수고하십니다. 중앙식당 야식 식단이 다음날 중식 식단과 같은걸로 알고 있는데 한식은 같은데 기호식은안나오고 매일 라면만 나오네요? 다음날 중식이 야식메뉴와 동일이었던것 같은데요. 제가 잘못알고 있나요? 답변 부탁드립니다. 수고하세요. 메뉴에 라면 말고 국수 종류도 포함 했으면 합니다.."
"2009-01-22 오전 12:24:10","귀향 / 귀사 버스 탑승시간 및 탑승지역","기타 >  >","","","추운 겨울 수고 하십니다 이번 설 연휴 귀향.귀사 버스 이용에 관하여 탑승위치 시간 및 기사님 비상연락에 대한 공지가 있었으면 합니다 이용 인원들이 위치및 시간에 대한 미숙지로 인하여 이용에 불편이 있는듯 합니다 즐거운 설 보내시기 바랍니다"
"2009-01-21 오전 9:18:09","명절 귀사 버스 이용시....","기타 >  >","","","안녕하세요.. 매년 명절때 귀사 버스를 이용하고 있습니다. (이번에도 이용할 계획입니다) 항상 편안하게 명절을 다녀올수 있어 감사하게 생각합니다.. 단지 여러번 겪다 보니 노파심에서 .. - 귀향버스 운전하시는분들이 다시 귀사버스를 운전하시는것 같은데.. 귀향시 이용자들에서 귀사 승차 지점을바꾸는 경우가 종종 발생하더군요. 귀사만 이용하는 사람은 공지된 지도 위치에서 기다리다. 버스를 못탄 경우도 잇고. 기다리다 지쳐 전화하면 왜 거기서 기다리냐는 말을 듣습니다. (귀향시 이용자들에서 승차 지점을 변경해서 알려줫다는거죠..) 물론 장기간 정차가 어려운 위치여서 옮길수도 있긴 하지만...번번이 귀사때마다 이런 경우를 당하니..이번에도 우려가 됩니다.)"
"2009-01-19","잠실선 'a'조 출근 차량 관련 제안..~~","secret","","",""
"2009-01-16 오후 3:41:04","사음동 출퇴근 버스 문의","기타 >  >","","","안녕하세요 ^^ 다름이 아니라 뭐 좀 문의를 하려고 합니다. 사음동에서 출퇴근을 하고 있는 중입니다만.. 아침에 7시 ~ 7시 10분 사이에 하이닉스 출퇴근 셔틀버스가 지나가는 것을 보았습니다. 혹 지나가는 길에 혹시 그 셔틀을 이용을 하면 안될려는지요? 아니면 혹시 추가로 증설을 하실 계획은 없는지 여쭙니다.. 감사합니다."
"2009-01-16 오전 10:30:02","사외셔틀 운영시간 문의","기타 >  >","","","청주-->이천-->서울 로 가는 사외셔틀 시외 버스가 있는 것을 알고 있습니다. 평일에는 버스가 가는걸 봤는데.. 주말이나 휴일에도 운행 하는지요 ?"
"2009-01-15 오전 7:28:19","미금(꽃매)행 버스 난방 문의","기타 >  >","","","추운 날씨에 수고 많으십니다. 최근 추워진 날씨에도 불구하고 출퇴근 버스차량의 난방이 제대로 작동이 되지 않아서 너무 힘듭니다. 노선은 아시아관광, 미금(꽃매)행 버스입니다. (출근시, 퇴근시 6시20분) 처음에는 나만 그러려니 했으나 이용자분들 모두 춥다고 하시네요~~ 야근등으로 첫차가 아닌 8시 이후차를 타게되면 난방이 너무나 잘 되어 윗옷을 벗어놓을 정도인데 말입니다. 바쁘시겠지만 빠른 조치 바랍니다."
"2009-01-14","하이닉스에 근무 하는 사람입니다. 콘도 리스트 쩜 올려 주세요 ~^^","secret","","",""
"2009-01-14 오전 8:52:43","버스 난방","기타 >  >","","","버스 난방좀 따뜻하게 틀어주세요 버스안이 너무 춥습니다. 요즘 몇일 날씨도 엄청추운데 난방이 너무 약해 한 시간동안 몸을 움츠리고 있어야 합니다."
"2009-01-14","버스관련","secret","","",""
"2009-01-11 오전 6:44:50","주말운행노선 일부분 변경되었습니까?","기타 >  >","","","지난 12월 이후 오래만에 일요일에 분당선 동신코아 정류장에서 회사로 출근하려 하는데 분당선 출근버스가 안 와서 혹시 지나갔나 해서 집으로 돌아와 확인해보니 폐지되었네요? 아니면 원래 없었습니까? 예전에 종종 이용했었는데.."
"2009-01-09 오전 8:26:44","부속의원","기타 >  >","","","부속의원에 관해서 건의 합니다. 아무리 부속의원이라고 하지만 사외에 있는 병원이랑 다르다고 하지만.. 청진기로 진찰 한번 해보고 .. 그냥 약 지어주고. 감기에 모든 사람들 약이 다 똑같나요? 얼마전에 감기로 내원 했었는데 제 앞에 계신 분이랑 감기약이 똒같더군요.. 제대로 보시지도 않고.. 조금 심하면 입에 대고 있는 그 치료?? 머죠? 그거 하고 약 받고 가고 .. 제대로 보시는 건지 모르겠네요. 그리고 사외 병원의 경우 입안을 보거나 하는데 왜 꼭 옷을 들춰서 청진기를 대봐야 하는지.. 남성분들은 그렇다 치고 .. 여자인 저로서는 굉장히 불쾌 합니다. 옷을 어디까지 올리라는건지 굉장히 수치심도 느끼구요. 그리고 어떻게 진찰이 청진기 한번 대보고 아무 말없이 나가세요 ~ 이러나요? 제대로 보는 건지 의사가 맞는지도 정말 의문이군요. 시정 바랄께요 !!!!"
"2009-01-09 오전 8:22:24","인천버스노선신설","기타 >  >","","","인천으로 가시는 분들이 굉장히 많은 걸로 아는데 .. 특히 금요일 . 안양이나 그런 곳은 있는데 왜 인천은 없나요? 금요일날 정류장에 보면 인천행 버스 기다리시는 분들 굉장히 많습니다 . 사람이 많아 타지도 못하는 경우도 많구여 .. 아니면 잠실행을 타서 지하철 타고 가는데 시간이 너무 오래 걸려요 .. 인천행 버스 신설 바래요 ~"
"2009-01-08 오전 8:00:32","통근버스 난방 요청","기타 >  >","","","신길선 타고 통근하는 직원입니다. 통근버스 난방 틀어주시길 요청 드립니다. 최근에 세번이나 겪었는데 난방을 틀어주지 않으면 창가쪽에 앉은 사람은 찬 기운이 올라와 춥습니다. 난방 틀어달라고 하면 이미 틀었다는 터무니 없는 소리도 하더군요. 오늘 아침에도 구두 신은 제 발이 너무 추워서 선잠을 자야했습니다. 통근버스 기사분들, 난방 좀 필수로 해주세요."
"2009-01-08 오전 2:02:45","연세대학 편입","기타 >  >","","","12월말쯤에 제가 아스텍 5층 교육관련 사무실가서 물었더니 연세대학 편입 원서는 칩팩은 1월초에나 들어온다하셨습니다. 근데 회사에서는 연세대학관련 원서는 받아보지 못했다고 하더라구요. 지금 원서 접수가 끝났나요.? 끝나지 않았다면 원서접수 어떻게 해야하는지 알려주세요~ 원서는 어디서 받아야하는지..그리고 언제까지 해야하는지 알려주시면 정말 정말 감사하겠습니다.^^"
"2009-01-07 오후 11:17:22","신갈선 출근버스 교체 문의 / 영통 퇴근버스 정류장 신설 건의","기타 >  >","","","거주지가 영통선과 신갈선 중간에 위치하여 출근시는 신갈선은, 퇴근시는 영통선을 이용하고 있습니다. 먼저 신갈선 출근 버스 관련 건의를 드리면 해당 버스가 년식이 오래되어 히터를 틀어도 춥습니다. 쭉 신갈선을 이용해 보니 다른 계절에는 신형버스가 주로 배정이 되었는데 유독 날씨가 추워지면 년식이 오래된 버스가 배정이 됩니다. 이일은 작년에도 그랬고 올해도 마찬가지 입니다. 물론 제가 이용하는 노선에 신형 버스가 배정되면 다른 노선을 이용하는 분들이 불편을 격을 수 있으나, 최소한 다른 노선과 번갈아 배정이 되야 하는게 아닌가 생각합니다. 아침부터 덜덜 떠는 상태로 출근하면 그 날은 하루종일 일하는 데도 불편하고 능률도 많이 떨어지는게 사실입니다. 이점 확인 후 조치 부탁 드립니다. 다음은 퇴근시 이용하는 영통선에 대해서 건의를 드립니다. 영통선은 퇴근시 도착 시간이 빨라 이용을 하고 있는데 수원 톨게이트를 빠져 나온 후 횡단보도 앞 정류장에서 한번 정차해 주셨으면 합니다. 현재는 횡단보도 앞에서 정차를 하지 않아 영통 입구에서 하차 후 시내 버스를 타고 다시 뒤로 돌아오고 있는데 수원 톨게이트와 영통 입구 사이는 걷기에도, 버스를 이용하기에도 사실 애매한 위치입니다. 시내 버스를 이용한다 해도 늦은 시간에 하차할 경우 버스 간격이 굉장히 길어 이용에 애로점이 있습니다. 소수의 편의를 위한 이기적인 요청으로 생각하실 지 모르지만 전혀 무리하거나 다른 이용자들에게 불편을 주는 요청은 아니라고 생각합니다. 정기적인 정차가 어려울 경우 기사님께 부탁해서 하차할 수 있게 만이라도 조치 부탁 드립니다. 이상입니다."
"2009-01-07 오후 5:46:48","통근버스 출발시간 준수 요청","기타 >  >","","","매일 아침 성산회관에서 통근버스(명지선)를 타고 있습니다. 제가 좀 멀리(일산)서 오느라 버스를 타고 통근버스 타는 곳까지 오게되는데 오늘 아침에는 버스에서 내려 횡단보도에서 기다리는 사이 통근버스가 출발하더군요. 출발시간까지는 3-4분 정도 남아있었던 상황이었습니다. 정확히 기억나지는 않지만 두어달 쯤 전에도 동일한 일을 겪은 적이 있습니다. 출발지가 아니라 경유지라서 더 그런지는 몰라도 이런 일이 반복되는 군요. 오늘 아침에도 한분은 조용히 택시타고 타 노선 이용하러 가시더라구요. 아마 이런 일이 겪고도 이 분처럼 그냥 개인이 알아서 처리하고 조용히 넘어가시는 분들이 많으실 것 같습니다. 개선 부탁 드립니다. 추운 날씨에 덜덜 떨고 개인돈 들여가면서 시간약속 어기고 먼저 떠난 통근버스 쫓아가는 일 다시 없었으면 합니다."
"2009-01-07 오후 3:18:56","청주 퇴근 노선(용암동선 18:20 이후 차량) 변경 운행 요청드립니다","기타 >  >","","","현재 청주 하복대 지구에서 이천으로의 출퇴근 인원의 대폭 증가로 인해 하복대2호선의 경우 출근 시, 버스 빈자리가 거의 없고 때로는 자리가 없어 서청주IC에서 버스를 갈아타야 하는 불편이 있습니다. 따라서 퇴근 시에도 이를 고려하여 18:20의 경우 출근과 동일한 노선이 있는 반면, 18:20 이후에는 용암동선을 타야하는 불편이 있습니다. 용암동 퇴근 노선의 경우, 기상대 맞은편에서 하복대쪽으로 약간만 들어왔다 나가면 하복대 지구에 사는 많은 인원들의 불편함이 상당히 개선될 것으로 예상됩니다. 첨부의 노선 변경 안을 한번 보시고 검토 부탁드립니다.(기존대비 2~3분 시간 추가될 수 있으나 충분히 검토할 만 하다고 생각됩니다) 답변 부탁드립니다."
"2009-01-07 오후 1:29:19","◈극동정보대학 경영과 직장인(주부)대학생 모집◈","기타 >  >","","","◈2009학년도 신입생 모집안내◈ * 학과 : 경영과(부동산경영 전공 - 야간반) * 정원 : 본교(20명), 이천 근로자복지관(20명) * 전형방법 : 무시험 선착순(고교졸업자) * 원서접수 : 2008년 8월 1일부터 * 합격자 발표 : 2009년 1월 중 * 특전 - 주 3일 수업 원칙(18:30~22:00) : 화,수,목 - 전원 장학금 지급(매학기 등록금의 30%) - 주, 야간 교차 수업 가능(2교대,3교대 근무자) - 4년제 대학 편입 가능(현재 연계 운영 중) - 졸업 시 경영(전문)학사 수여 - 자격증 취득 : 부동산전문상담사, 공인중개사, 주택관리사, ERP, 전산회계사 등 *입학상담 및 문의 - 김 영일 교수(043-879-3403, 017-202-3325) - 정 윤택 교수(043-879-3404, 011-770-7657) - 전 하늘 조교(043-879-3401, 010-5137-6762) 극동정보대학 경영과"
"2009-01-06 오후 5:06:07","안양1호선 고천 정차 요청드립니다.","기타 >  >","","","현재 의왕혹은 수원, 성균관대부근에서 출퇴근 하는 많은 회사원분들은 시내버스를 이용해서 수원 장안문(북문)에서 통근버스를 이용하고 있습니다. 하지만, 안양에서 출발하는 1호차가 영동고속도로를 탈때 고천에 위치한 북수원 IC를 이용하고 있는 것으로 알고 있습니다. 이 차가 그 노선 그대로 고천버스정류장이나 북수원IC에서 잠시 정차한다면 저를 포함한 시내버스를 이용하는 많은 회사원들께서 출근시간 단축 및 출퇴근 비용 절감에 큰 도움을 받을 수 있을 것 같습니다. 수원외곽이나 의왕에서의 승객을 위하여 고천에서의 정차를 고려해 주세요. 동일 노선에서 잠시 정차만 하면 됩니다. 감사합니다.^^"
"2009-01-06 오전 8:16:16","신촌 현대백화점 버스정류장 위치","기타 >  >","","","오늘 아침 신촌 현대백화점 건너편 정류장(명지선)을 처음 이용하였습니다. 다운받은 지도상에는 현대백화점 건너편의 버스정류장으로 표시되어 있는데 실제 버스가 정차한 곳은 훨씬 전의 마을버스 정류장이었습니다. 지도에 위치한 버스 정류장에서 기다리다가 버스를 발견했지만 바로 출발해버려서 뛰어가서 기사님의 눈총을 받으며 신호에 걸려있는 버스에 간신히 탔습니다. 버스 정류장 위치를 다시한번 확인해주시고 고쳐주셨으면 합니다. 처음 타는 경우 놓쳐버리기 쉽습니다."
"2009-01-06 오전 8:06:07","6시20분 퇴근버스~","기타 >  >","","","6시 20분 천호,군자선 버스를 1대더 늘려주세요!!!"
"2009-01-06 오전 8:04:53","천호-군자","기타 >  >","","","안녕하세요. 제가 어제 6시 20분 퇴근버스를 타기 위하여 업무가 끝나자 마자 막 뛰어서 버스를 타러 갔는데 버스에 자리가 없어 다른 차를 타야 했습니다.지난달 한 동안엔 6시 20분 천호,군자선이 2대였는데 다시 1대로 줄었더라고요...그래서 사람이 너무 많아 탈수가 없었습니다.저 뿐만 아니라 천호,군자선을 타러 왔다가 자리가 없어 그냥 가는 사람들이 아주 많았습니다. 제발 부탁드립니다.천호,군자 6시 20분 퇴근 버스를 1대더 늘려주시면 감사하겠습니다.제가 평일에 매일 7시30분에 학원 수업이 있어 꼭 천호선을 타야 하는데 매일 사람이 많아 탈수가 없습니다.저희 부서는 6시가 퇴근시간이 어서 일찍 나가고 싶어도 일찍 나갈수가 없어 6시에 퇴근하고 가면 자리를 잡기가 힘듭니다.부탁드립니다~"
"2009-01-04 오후 5:37:31","수원행 셔틀버스 막차 문의요","기타 >  >","","","수원행 셔틀버스요 시간표에는 10시가 막차인데 10시 셔틀 없어졌나요? 시간표에 10시 막차라고 나와있어서 계속 기다렸는데 -- 안오더군요,,, 없어졌으면 공지해줬으면 합니다."
"2008-12-31 오후 12:08:25","식당별 운영시간이 궁금합니다.","기타 >  >","","","공지사항에 공지좀 해주시면 안될까요"
"2008-12-27 오후 5:48:22","식당운영 관련 질문","기타 >  >","","","예전에 식당개선 관련 사내 공지를 통해.. 음식의 적은양 많은양 제도를 운영한다고 공지한 내용을 본것 같은데.. 실제로 하시나요? 밥 많이 안먹는데 맨날 밥많이 퍼 놓아서 어쩔수 없이 잔반 발생시킵니다. 사람들 많이 모일때는 그거 대응하느라 미리 준비 못한다고 칩시다. 여유있을때조차 적은양 많은양 구분이 안되어있던데. 그 제도 취소인가요? 그게 아니라면 밥만대상인가요 국과 반찬도 포함인가요? 답변 부탁드립니다."
"2008-12-22 오전 10:41:14","하이스텍 임직원용","기타 >  >","","","존경하는 하이스텍 임직원특별금리 SC제일은행 여신영업부 FE임소라입니다. 하이스텍임직원여러분의 신용등급관리 및 자금대출을 도와드리고있습니다. 위기는 바로기회입니다. 현금보유가 중요한 시점에, 임직원여러분의 투자계획 및 사업확장 자금마련의 금융Manager로써 도움을 드리겠습니다. 도움이 필요하신 임직원분께서는 문의바랍니다. SC제일은행 FE임소라 연락처 017-291-7795 [휴대폰저장바랍니다] TIP !!! * 이런분들이 사용하십니다. 1) 낮은 지수를 유지하고있는 시점에 투자에 관심있는 고객님 2) 높은 금리의 제2금융권 상품을 사용하시는 고객님 3) 사업확장 자금을 구하시는 고객님 4) 카드 연체나 급한 부채상환의 도움이 필요하신 고객님 5) 현금보유가 급하신 고객님"
"2008-12-19 오후 12:24:00","연말 집단휴가로 인한 버스 운영에 대해서..","기타 >  >","","","연말 집단휴가로 인한 버스 운영에 대해서.. 알려주세요..."
"2008-12-19 오전 9:06:39","동탄 노선_예당마을 정차 요청","기타 >  >","","","동탄 예당마을 입주(9~12월)가 이번달이면 마무리 됩니다. 4개단지(신일유토빌,롯데,우미제일,대우 총 3500여가구)에 출퇴근 직원이 5명정도 됩니다. 석우중학교가 마지막으로 정차하는 곳인데, 기흥/동탄 IC로 나가기전 롯데와 우미제일 사이에 추가로 정차한다면, 출근 거리가 많이 단축됩니다. 긍정적 검토 요청드립니다."
"2008-12-18 오후 4:58:48","연말 통근버스 운영 관련","기타 >  >","","","연말 집단 휴업이 있는 것으로 알고 있습니다. 이와 관련하여 통근 버스 운영계획에 대해 공지 부탁 드립니다."
"2008-12-14 오후 9:33:08","욕설과 난폭운전자(12월14일 21:40 영농장 출발 셔틀!)","기타 >  >","","","2008.12.14 일요일 21:40 영농자 출발 차량 시간 21:38 차량 출발 헉! 사람들 카드키 찍고 달려오는 사람도 있음 그냥 출발함 부르르릉~ 다행히 카드키 빨리 찍은 분께서 차를 세웠음 난폭운전자 왈>아 씨발..(뭔 욕을 그리 하던지..ㅡㅡ^) 그 분 타시고.. 이젠 문 닫아 버립니다. 또 출발! 고고씽~ 아직 시간은 21:38~9분 정도(출발 시간 아직 한참 멀었음) 어떤 커풀인가?! 차를 세웠나 앞으로 지나갔나?! 암튼 그랬나봅니다 난폭운전자왈> 또 욕나옵니다 아 씨발! 욕은 욕은 다 합니다 앞에서 5섯번째 앉은 셔틀 마니아군 짜증~~ 대단하십니다 핸폰으로 차번호판 찍고 회사로 향해서가는데 개념없는 운전자 내려와서 야~ 야~ 소리칩니다. 욕도 하십니다. 한대 쳐버리고싶어 죽는줄았음.. 셔틀마니아군 출근해야하는디 ㅡ,.ㅡ^ 고민하다 똥밟았다라고 생각하고 그냥 왔습니다 아마도 그날 셔틀 타신분들이 이와 동일한 글 올리것 같음ㅋ 셔틀 못 타겠음! 낵아 회사에서 일해서 회사가 복지관련 돈을 내고.. 그 돈으로 셔틀 운행하는데... 우찌 내돈 주고 저런꼴을 당해야하는지... 불편해 불편해 복지낸돈 할인이나 일정한 금액 돌려주지않나요?! 오늘 야간 일 다했음 짜증나네~~ 오늘 손해가 이만 저만 아니군.. 기분나빠 일못하고, 회사는 돈을 지급하고 일시키는데 기분나빠 일못하는 직원있고... 괜히 셔틀마니아군 옆에있다가 걸리면 그분도 죽겠고 저주가 내린겨..14일은!! 멜 남깁니다. 조치 되거든 멜로 결과좀 보내주세요! 내돈 주고 복지 운영 하니 이정도는 가능하죠?! 아! 진짜 오늘 야간 일 다했으~~"
"2008-12-11 오후 11:07:55","동탄버스 출근노선 변경 요청건","기타 >  >","","","안녕하세요 동탄에서 출퇴는 하고 있는데요 출근시에 푸른마을 방향으로 버스 노선을 변경 운행해 주실 수 있는지요? 현재 대략 10명정도 푸른마을에서 출근하시는 분이 있는것 같은 데요 아침에 겨울이라 춥고 거리도 멀어서 힘듭니다. 제 생각에는 버스가 아침에 푸른마을에서 출발하면 될것 같습니다. 출발지는 푸른마을 모아미래도 아파트가 좋을 것 같습니다. 모아미래도 아파트에서 출발해도 5분이면 솔빛마을까지 갈 수 있습니다. 버스를 증차해 달라고는 하지 않겠습니다. 단지 조금일찍 와서 태우고서 가도 충분히 기존 노선에도 영향을 주지 않으면서 승객들의 만족감은 커질것 같은데요 이정도는 가능하지 않을까요 항상 고객과 함께 합니다. 라고 하면서도 고객의 소리를 귀담아 듣지 않는것 같습니다. 추후 변경예정입니다 라는 답변은 하지 말아 주시고 좀더 적극적인 답변을 부탁드립니다. 그럼 수고하세요"
"2008-12-11 오전 11:47:52","식단과 맞춰주세요.","기타 >  >","","","안녕하세요. 이전에도 가끔 이랬던 적이 있는데 오늘도 또 발생해서 몇자 적어봅니다. 12월 11일 목요일 점심의 중앙식당 기타식(세트메뉴)은 분명히 김치볶음밥 모듬커틀렛(등심,생선) 브로컬리스프 과일샐러드 단무지 입니다. 그런데 막상 가보니깐 전혀 다른 볶음밥에 단호박스프가 나오더군요. 식당밥의 맛이 있고 없고를 떠나서 많은 사람들이 이곳에서 미리 식단을 보고 기대를 하고 갔다가 바뀐 메뉴에 실망을 많이 하고 대충 먹는 경우가 있다는것을 알아주셨으면 합니다. 아울러 왜 메뉴가 변경이 되었는지 이유도 알려주세요."
"2008-12-10 오전 10:41:39","퇴근버스 관련","기타 >  >","","","퇴근 버스 관련 말씀드리고자 글올립니다. 천호(군자)선 18시20분 버스가 1대 밖에 없는거 같은데요. 18시20분버스도 2대로 늘려주시면 감사하겠습니다. 매일 사람이 너무 많아 다른노선을 타서 돌아가는 경우가 많습니다. 부탁드립니다. 천호선 18시 20분 버스도 2대로 늘려주시면 감사하겠습니다. 수고하세요."
"2008-12-09 오후 3:51:33","통근버스중 [잠실선 출근버스] 출발장소 관련","기타 >  >","","","복지운영팀 차량배차담당자분 불철주야 정말로 수고 많으십니다. 늘 감사하게 생각합니다. 저는 잠실선 출근/퇴근버스를 타고 통근하는 입장에서 [잠실선출근버스] 출발장소에 대해 불편사항을 말씀드리고 개선제안사항이 적용가능한지를 문의드리고 싶습니다. <불편사항> 현행[잠실선 출근버스]는 동남고속관광 2대가 보통 06:40분부터 대기하다가 07:00에 출발을 하고 있으며, 출발장소가 지하철 2호선 잠실역 4번출구에서 약 500~550미터 떨어진 주상복합아파트인 [갤러리아팰리스 패밀리마트]앞 올림픽로변에서 출발을 하는데, 퇴근때와는 달리 지하철 출구에서 너무 멀리 떨어져 있는 곳에서 출발 하다보니 이용자의 측면에서 급할때 한정거장 정도 지하철로 잠실역에 내려서 걸어서 오는사람들도 불편이 많고, 또한 갤러리아팰리스 경비직원으로 보이는 사람들이 수시로 동남고속 기사분들에게 차량정차지점을 조금씩 옮기라고 '견제(!?)'도 들어오기도 합니다. 잠실선 출근버스 동남고속기사분들에게 모두 물어보시면 확인가능하실 겁니다. <개선제안사항> 2호선 잠실역 지하철출구가 있는 송파대로와 올림픽로가 교차하는 롯데월드앞 로터리에서 지하철역 출구가 비교적 가까우면서도 버스차량 정차 및 출발동선이 비교적 좋은 곳이 있다고 생각합니다. 잠실롯데백화점 대각선 맞은편 지하철2호선 8번출구쪽에 보면 주상복합아파트 [롯데캐슬]이 있는데 그 옆쪽 100~120미터쯤에 외환/산업은행 잠실점이 있는 시그마타워건물이 있고 사이에 안쪽으로 [국민연금공단]건물로 가는 왕복4차선 도로가 있습니다. 출발제안장소인[롯데캐슬과 외환/산업은행 잠실점(시그마타워)사이의 안쪽도로]에서 출발한다면 [지하철출구에서도 현행출발지점보다 훨씬 가깝고] 06:40분부터 정차대기하여 07:00에 출발하는데 있어 ['정차에 대한 주변 견제(!?)'도 없을 것]으로 판단됩니다. 또한 [지하철8호선 잠실역 9번출구 바로 앞쪽]이라 8호선을 이용해서 오는분들에게도 좋을것입니다. 게다가 잠실선 모든 출근차량들이 한강변 올림픽대로진입로로 진입하여 올림픽대로 경유하여 중부고속도로를 이용하는 바, [동선상으로도 기존 루트보다 약 최소한 500~600미터이상 단축]되며 현행출발지점으로 인한 이용자들 불편함도 어느정도 개선할수 있습니다. 다만, 현행출발지점을 더 선호하는 분들도 있을 것이므로 잠실선출근차량 2대중 1대는 그대로 기존대로하고 나머지 1대만이라도 출발장소를 제가 제안드린 곳으로 하면 어떻겠는지 검토해 주시고 회답을 부탁드리겠습니다."
"2008-12-07 오후 7:00:55","오늘 중앙식당 메뉴","기타 >  >","","","분명 메뉴에는... 김밥/흰밥/야채볶음밥 떡산적조림/호박구이전 모듬잡채/다시마&버섯숙회 일식장국 그린야채샐러드 볶음김치 팥죽 이렇게 나와있었고 기대를 하면서 중앙식당에 갔는데... 저런건 나오지도 않고.. 돈육김치찌개에 꽁치에 군만두3개.... 김치도 볶음김치라도 있었음 좋았을텐데 그냥 김치... 2시 퇴근하고 일찍 왔는데... 일찍 온 사람들은 김도 안주고... 정말 손이 가는 반찬이 없더라구요... 기호식으로 나오는 라면은 하지도 않고....(2시부터는 안한다고..) 교대근무자들은 맨날 이런식으로 먹어야 합니까? 주말엔 항상 이런식..... 업체가 바뀐후로 깔끔하고 좋아졌다고 느꼈는데.. 메뉴의 질이 가면 갈수록 낮아지고 있네요."
"2008-12-05 오전 7:33:36","통근버스 불편","기타 >  >","","","안녕하세요 수원 영통선 이용자 입니다. 안전 때문에 글을 올립니다. 과속, 추월, 급정거가 너무 비일 비재 합니다. 제가보니 한 2 ~ 5분정도 차이가 나는거 같던데... 게다가 어떤 기사분은 DMB 시청을 하면서 운전을 하는거 같더군요. 724X(공개하기가 좀그래서), 좀 등치가 있으신분 안전을 위해서 꼭 조치 부탁 드립니다."
"2008-12-04 오전 8:26:21","라인 형광등","기타 >  >","","","pkg건물 5층 근무자입니다.. 요즘 형광등을 빼는 광경을 자주 보게 되는데요.. 그로 인해 눈이 많이 피로하고 시력이 저하되었습니다 원가절감하는건 공감하고 이해는 하지만.. 회사의 원가 절감때문에 개인의 건강은 저하되도 상관없다는건가요? 안경이라도 맞출려면 최소 10만원은 줘야 하는데 원가 낮춘다고 형광등 빼는건 아니라고 봅니다.. 시정바래요"
"2008-12-03 오후 3:03:41","중앙식당","기타 >  >","","","소스가 덜익었는지 밀가루 냄새가 심하게 났어요 업체가 바뀌고나서 맛도 좋아지고 분위기도 좋고 다 마음에 들었는데 오늘 처음 실망을 했습니다"
"2008-12-03 오전 11:48:53","사내대학관련 문의","기타 >  >","","","안녕하세요! (주)현대제이콤 관리팀 교육담당자 입니다. 2009년도 사내대학입학관련 모집일정등 관련 자료를 메일로 받아보고 싶습니다."
"2008-12-02 오후 5:19:35","아침에 죽말고 빵으로 주세요","기타 >  >","","","안녕하세요. 항상 맛있게 식사하고 있습니다. 요즘 아침 식사로 가끔 죽이 나오는데요. 죽 말고 예전처럼 빵으로 주셨으면 좋겠어요. 누룽지도 있는데 또 죽을 준비하지는 않아도 될거 같아요. 그럼, 수고하세요.. ^^"
"2008-12-02 오후 4:50:24","고담식당","기타 >  >","","","고담식당 중시과 석식에 기호식은 언제부터 제공 되나요? 주방공사가 끝난거 같은데요... 답변 부탁드립니다."
"2008-11-28 오후 6:25:15","차량진입","기타 >  >","","","단지 내에 개인차량 진입 방법(절차) 알려주세요"
"2008-11-28 오전 10:09:32","인천 버스 노선 신설해주세요","기타 >  >","","","다른게 아니라 인천 가는 분들이 꽤 많이 있는걸로 알고있는데요.. 단지내에 인천에서 출퇴근 하시는 분들 현황은 조사해보셨나요? 봄 다들 신길 아니면 잠실 다들 흩어져서 타시더라구요.. 정말 불편해요. .인천 부평에 신설해주셨으면 좋겠네요. 일단 신설이라도 해보고 이용현황 보시고 없애시는게 낫지 않겠어요.. 정 안되면 금요일만이라도 신설해주세요... 특히 금요일은 엄청막혀서 차에서 시간 다 보내고 전철에서 보내고 또 버스 타고 다니시는 분들이 다 대다수네요 금요일만이라서 신설해서 버스 이용현황 보세요 고객을 위한담서 진짜 고객이 원하는 게 무엇인지 모르시는거 같네요"
"2008-11-28 오전 9:45:16","성남(은행선)경유지","기타 >  >","","","안녕하세요..^^ 성남(은행선)을타고 출퇴근을 하고 있습니다. 어려우시겠지만 정차하는곳 추가요청 드려봅니다. 은행선에 황송터널 육교앞에서 정차 하는곳을 추가해주셨으면 해서요..^^;; 출근:서울보건대 건너편(LG주유소 앞)- 황송터널 들어가기전 육교 퇴근:570번 종점앞 버스정류장/서울보건대 사이에 황송터널 지난후 육교 밑에서 한번 정차해주시면 안될까요? 부탁드립니다.. 감사합니다."
"2008-11-27 오후 8:52:24","복지관식당","기타 >  >","","","요즘 복지관 식당 공사관계로 1층과 3층을 왔다갔다 하면서 밥을 먹고 있습니다. 요근래.. 1층 들어서는 입구에 티비에 식사하는 장면이 나오는데.. 굳이 하셔야 합니까? 매우 불쾌합니다."
